R.. Rw  @lt;#@gt;  se upar ki ati he	India
Ajmer n tu	India
5 min me aya	India
Aj chalega mvie?	India
Sensible lines by a smoker to his gf: "If u dont wanna see me smoking, then u better find other ways to keep my lips busy":-)	India
2 min	India
B thr at tym br0	India
Br0.. Cn u go f0r thnkgeek.c0m?	India
Bhai papa ke samne bt nai kar sakta	India
Ph0ne lagaya kya yaar	India
Kya hua leni he kya dvd?	India
S0nu tere papa ko b0l khana khane ghar jae	India
Nai bro  @lt;#@gt;  min me ata hu	India
Pata nai	India
Yaadoon Se Ishq Nahi Hotaa Ishq Hotaa Hain Dildaaron Se Wo Dildaar Hi Kyaa Jo Ishq Kare Hazaaron Se gm hasu.. Tc n keep smilng	India
Every girl may not be a queen to their lover,,, but are always a Princess to their father........ Happy world Daughter's Day!!! Tc cumiiii hv a l0vly day..	India
0k np..	India
Cal kar0	India
0ye amite jawab to de bhai;-@gt;	India
Uske ghar wale numbr pe laga d0	India
Kal se crickt khelne chalega kya.. Janta grnd me..  @lt;#@gt;  l0g he	India
Ji	India
Bro kuch hua kya ip0d kya?	India
Bhai  @lt;#@gt;  ka hi kara paya tha s0ry	India
Uljhi Hui Duniya Ko Pane Ki Zid hai, Jo Na Ho Apna Oose Apnane Ki Zid hai, Is Samundr Me Tufan Bahut Ate He to kya hua, Iske Sahil Pe Ghar Banane Ki Zidd hai..	India
 are always a Princess to their father........ Happy world Daughter's Day!!! Tc hasu hv a l0vly day.. Mwah	India
Kal aaega kya khelne janta me?	India
Nai	India
To amit kaha he..usase kuch kaam tha:-*	India
Aj chal0ge ya nahi?	India
Hehe bru me to hanuman bhakt hu..	India
Ja ke keh do unse Dosto wo meri taqdir se jalna chhor de Are. Hum to wo badnaseeb h agar Lote ki dukan khole to... Log tatty karna chor de	India
Chal0ge aaj?	India
Abe kitne ka karana he	India
Yaadoon Se Ishq Nahi Hotaa Ishq Hotaa Hain Dildaaron Se Wo Dildaar Hi Kyaa Jo Ishq Kare Hazaaron Se	India
Gud m0rng jiB-).. S0ry raat me jaldi so gae tha tbi reply nai kiya.. Btw aap padai b karti ho?..:-/	India
0k bhai.. Kal 7 bje chalna he janta me.. Ankit se b puch lena	India
Btao na bro i'm seri0us..	India
When nails r growing we cut our nails, not fingers... Similarly, When ego is rising we should cut our EGO not relations.... :-)!	India
Bro why do i gt prob in synch0nzng?.. What symbl is to b used + or - whle syncrzng	India
Gudi kya h0ti he bru	India
Kal	India
Kya Bnane Aaye the Kya Bna Bethe Kahin Mandir bna Bethe Kahin Masjid bna Bethe. Humse to zaat Achhi h Parindo ki Kbhi Mandir pe ja Bethe Kbhi Masjid pe ja Bethe	India
Ha b0l	India
Hehe hasu bs apke liye special mesage dhundha tha.. Btw aap ajkal aate nai mig pe.. Apki yad ati he..	India
Ok bro tx inf0rm me whnvr u'l get it	India
Bhai vit ki last date kya he?	India
Bro thnkgeek se mangwa d0ge kuch b?	India
;-@gt;sumit to kbi m0vie nai dekhta.. Abe kamin0 kanfuse mat karo mujhe:-D.. Nai to itne ched karunga ki pata b nai chalega ki saans kaha se le aur	India
I'm busy right now. I'll call you later.	India
Bhai uska numbr mere pas v nai he.. Bt nai h0ti jada usase.. Lyf ke kya halchal he	India
Mo	India
 wrd about u- wana fly ab0v d sky	India
Ha b0l bhai	India
3 Girls walking on road. Parrot shouted: RED,GREEN,PINK. Girls knew tht was their panty colors Next day they didnt wear panty Parrot shouts: Trim,Shave,Curly.	India
Bro atleast let me kn0w tht is it p0sibl to buy th0se pr0dcts	India
Ha bhai jarur lena he.. N vit ka b.. Acnt numbr kyu chahye tha?	India
Bhai kal jo tne adres di usme col0ny sukher he na?	India
Tu amit he na?.. Yaar mene d0n0 ke numb sumit ke name se sav kr rakhe he	India
Bhai  @lt;#@gt;  de sakta he kya abhi?..	India
G ha pankaj bru.. Ajkal njar b nai ate ap.. Aur btao kaha pe h0	India
Tu bel kyu bajai yar.. S0ne to do	India
Nai uska phn h bnd araha he	India
Dude are y0u talking abt 3 lakh for 0nly two coin?.. I found same coins 0n ebay for  @lt;#@gt; ..	India
 attempt it is only bcoz a fellow made a rumour tat doller man "$unny" has got engazed Crazy girls soch yar meri engagment~ pr ye hal h to shadi pr.... soch soch koi jaldi na he.	India
Bro atleast telme if p0sible	India
0hk bhai..	India
Softly d leaves of mem'ry fall. Slowly,i'll gather @amp; pick dem all. Coz 2day,2morrow @amp; till my lyf is thru, i'll always cherish knowing somebody lyk u!	India
Kaha he bhai	India
nsi , Ye Diwali Aisi Mehmaan Bn K Aye Happy Diwali fr0m- sunder das kriplani	India
Yeah.. May i knw u?	India
S0nu tu ch0rhke aana na bhai	India
0ho ji to party kaha d0ge n waisa mera bday 2 din ata he 5 march ko me celebrte krta hu bt oficialy regstrd meri bdate 6 march he	India
0ye apna n0mbr msg kar	India
Bhai tune wo ebay pe dekha jo mangwana tha n 2 addres de jispe tu pr0duct mangwaega.. Abi msg pe bt kar bhai cal pe bt nai kr sakta..	India
Bro 0nlne aayoge kya aaj?:-P	India
Bhai f0rm aya kya eee ka	India
Nh8 kya he? N sukher c0l0ny he kya	India
In0x me kya kar raha he be?	India
Laxmi Ji Har Rat Chand Ban K Aaye , Din Ka Ujala Shaan Ban K Aaye , Kabhi Dur Na Ho Apke Chehre Se Hnsi , Ye Diwali Aisi Mehmaan Bn K Aye Happy Diwali fr0m- sunder das kriplani	India
  mrp he	India
add	India
Helo ji helo.. Apka bday kal parso he na?.. Mera to march me ata he..	India
P	India
Bhai yaar ajmer me kuch kaam tha isliye ph0ne nai utha pata.. Sara time sh0p pe busy rehta tha..tune usase baat ki kya?	India
Abe phr numb chnge kyu kiya n btw tu kaha he ajkal:-D	India
 @lt;#@gt; 	India
Cl kr	India
0hk bhai kaha pe abhi	India
Laxmi Ji Har Rat Chand Ban K Aaye , Din Ka Ujala Shaan Ban K Aaye , Kabhi Dur Na Ho Apke Chehre Se Hnsi , Ye Diwali Aisi Mehmaan Bn K Aye Happy Diwali fr0m- sunder das kriplani	India
Kaha pe he abi	India
add	India
Hehe cumi hav a gud slp n gud day t0mrw...	India
 rs c0in.. Plz tel me its price	India
Bhai tune wo ebay pe dekha jo mangwana tha n 2 addres de jispe tu pr0duct mangwaega.. Abi msg pe bt kar bhai cal pe bt nai kr sakta..	India
Helw ji p0ore din me shaql hi nai dikhai aaj apne..:-D	India
Who r u	India
Aja	India
Bhai jawab to de.. Bura mat maan yaar	India
Laxmi Ji Har Rat Chand Ban K Aaye , Din Ka Ujala Shaan Ban K Aaye , Kabhi Dur Na Ho Apke Chehre Se Hnsi , Ye Diwali Aisi Mehmaan Bn K Aye Happy Diwali fr0m- sunder das kriplani	India
Chal chakar lagane	India
Add	India
C0me ol cumi..	India
Nai akele th0di na jaunga	India
Hehe hasu th0di sharam rakho..:-P btw i'm wearng blue undrwear n0w n wht abt u:-D	India
Bol na bhai	India
Nice Quote- You dont really need someone to complete you, . . you only need someone to accept you completely. :)	India
Bhai ch0rhke ajana bs aadhe gante me plz	India
Kaha pe he abi?.. Ye n0. Amit ka he ya sumit ka?	India
Bhai kaha par ho abi?.. Zambia ya india?	India
0k dude inf0rm me as furthr.. I need tht h0ldrs v.urgnt	India
 @lt;EMAIL@gt;  u'r mrinal na?	India
Softly d leaves of mem'ry fall. Slowly,i'll gather @amp; pick dem all. Coz 2day,2morrow @amp; till my lyf is thru, i'll always cherish knowing somebody lyk u!	India
0k bhai rehne de	India
Ha	India
Bhai bhai naam to bta	India
Ha kitne bje tak.. N tere ghar aau na pehle?	India
Are bhai plz yar..	India
Bhai kaha pe he	India
Bhai bhejo apka acnt nmbr	India
0k	India
Nai yaar..	India
. Btw buz me whn u'l cme 0n mig.. Tc n hav a gud day..:-D	India
Bhai try kar na 3 bje tak tym he	India
 @lt;#@gt; 	India
Beauty dosn't mke lUv bt lUv maks beauty. Break Evrythng bt nvr break a hrt. Da hrt is like music..Play it but don't play with it.. Gud day	India
Bhai ch0rhke ajaega kya dada ko plz	India
Name of d relation doesn't matter only feelings in d relation matter! Radha n Krishna were simply bst frnds, bt still d wrld calls thm "bst couple". C0me 0nlne	India
Hehe me kyu bachane laga paise.. Ghar pe paiso ka tree jo he.. Aur dasso ki haal he..:-xGud m0rng..	India
0hk tx hv u gt trckng numbr fr dtdc?..	India
Ji ha	India
Most Innocent Prayer- A lttle gal was prying on her bday-"Oh Lord on this birthday of mine plz send clothes for all those poor women in my brother's laptop..	India
To bhai n0 chance?..	India
2 juice leke aana paise le liyo nana se	India
Aaj chaloge khelne??	India
Abe uski bidng khatm ho jaegi	India
P	India
Hehe krish diwali to nikal gai.. Kal msg ke paise bachate reh gae aap:-P	India
U gave me a  @lt;#@gt;  dgt numbr kinda l0okng a m0ble numbr.. Was it a dwb numbr?.. And dude hw the hel it cn sh0w dlievrd n i hvnt g0t tht.. Cn u plz do me a fav0ur.. Just find d adres of tht xps brch of ma city ovr internet..	India
P	India
Ye unki khubiyon ka asar hai, jo wo itney acche lagte hai, Jab wo kehte hai ki waada hai mera, Jhoote wade bhi sache lagte hain.. Tc gn misd u hasu..	India
Bhai koi jugad nai kya bahar nikalne ka?.. Gatekpr ko  @lt;#@gt;  rs pakda de	India
A Fully Burnt Cigaratte Ash Said.. 'Today Its Me.. Because 0f U Tomorrow Its U.. Because 0f Me' Have a nice day. G枚枚d noon	India
Mast bhai aur aap	India
Upar aja	India
Never try alon 2 tak d weight of a tear dat comes out of ur heart @amp;fals through ur eyes,Alwz rem'ber dis 隆diot is alwz here jst 4 u 2 share evrything at any tym	India
It means squid	India
Dude cn u plz gve me d tracking numb whch u'v g0t?	India
Back atcha, doll!	United States
Your message was blank! Same to you, LOL!	United States
Yoo silly! Luv ya much, lil sis.	United States
You betta be takin' pics!	United States
Jus bout.	United States
No it's MS. No p. And nope.	United States
Just as easy to say microwave handle broke again.	United States
Yes	United States
I slready did,, remembee?	United States
I'm refreshing cuz it threw me into a game with strangers	United States
Did you call into your old crib to make sure they picked up the package?	United States
Still waiting on that text...	United States
  END:VCARD	United States
Where are you?	United States
I did til i had to rush out like cinderella to catch the train, lol. How was dancing?	United States
Sorry! It's alisa!	United States
Did you find your cards and id?	United States
Tturn it down or turn it off.	United States
Yeah, i was about to point that out. Thanks for savig me that text.	United States
That was the fries.	United States
Now how would that be if i used the gift card you gave me for chicken for you? lol!	United States
Ha ha ha! Presents either are left on your bed or say EAT ME.	United States
I'm on my way! Alisa	United States
Now?	United States
Np. Bout to get in the bath n e way, lol!	United States
You have to sign onto skype and accept my request.	United States
You have made me a hot chocolate drinker! Drinking Kahlua Hazelnut Coco- hot choc with hazelnut kahlua topped with whipped cream and chocolate syrup. Yummmm!	United States
later...lol!	United States
Do you have skype?	United States
I'm on my way to nyc now anyway. Lol.	United States
 	United States
Lol. Cert	United States
Prob not. I have to leave @ 5.	United States
No prob!	United States
I know we had figured this out before. I need to look at the paperwork again to remember.	United States
Yes.	United States
Go to the walk-in clinic, not er.	United States
It only hurts if you tense up. Pretend it's reggie. LOL!	United States
Nope.	United States
Get. Over. Your. Self. lol!	United States
Get used 2 it. Welcome 2 womanhood.	United States
Notthingg 2 b scared of.	United States
:-D	United States
Were they all to your satisfaction?	United States
Did you get the drawers??	United States
Take ibuprofen now.	United States
Ydid she get a song to gerself?	United States
Ouch!	United States
I don't know if this guy is a friend of yours' but whose dick did he suck to get picked??	United States
WTF is this?????	United States
The holdin hands is a bit much. They prob dont even like each other, lol.	United States
Yesssss!! This is what this song should be!	United States
She doesn't have to...ooh davd!	United States
Is this joelle?	United States
Could do without all the damn dancing tho.	United States
Now THIS girl is performing!	United States
This chick isn't bad. Good song, keeps me entertained.	United States
Is that what it is? Cuz i'm sittin' here thinkin her tone is like cher.	United States
Boring. Bored. Waiting for david. I know he's gonna kill.	United States
Everybody on the feed is talkin about how the band is str8 killin! And apparently some girl named kayla is supposed to be good.	United States
But i don't think the bgvs look horrible. Look how much space they have to work with.	United States
Just no excitement in these voices.	United States
Smh.	United States
Ok, when you get home ima play the real version of this song. She kinda sux.	United States
So glad i'm not there. he is just annoying. Usher?? Really?	United States
The bread? It's GOOD!!	United States
Is it alright if i pay you back for the movie ticket with my free ticket i had forgotten to bring? Or do you need the cash?	United States
I'm not coming home then! I'm tired of crying!	United States
Nuh-uh. Before bed on tuesday.	United States
I'll cry.	United States
I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.	United States
Of course. I guess god's just got me on hold right now.	United States
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.	United States
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.	United States
Most of the tiime when i don't let you hug me it's so i don't break into tears.	United States
No. It's not pride. I'm almost  @lt;#@gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.	United States
o not.	United States
Are you busy tonight?	United States
 . Still waiting for that check.	United States
It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.	United States
No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.	United States
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.	United States
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.	United States
ng that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.	United States
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.	United States
I am sorry it hurt you.	United States
You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.	United States
 go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.	United States
Please don't text me anymore. I have nothing else to say.	United States
jenne.	United States
I tagged MY friends that you seemed to count as YOUR friends.	United States
Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about "the cave". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.	United States
I NEVERsaid dirty. That is YOUR word, not mine.	United States
You said to me before i went back to bed that you can't sleep for anything.	United States
no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?	United States
I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.	United States
Yes. that will be fine. Love you. Be safe.	United States
 @lt;#@gt; 	United States
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  @lt;#@gt; 	United States
 @lt;#@gt;  Didn't work. And i tried it without the zeros.	United States
what is your account number?	United States
No prob	United States
Ya sure?	United States
  @ braintree	United States
!!! "Nana wants me to stay in the city, so I guess I'll just see u in the morning. Me n jaleah will be at home at like 9."	United States
Home and in bed!	United States
Didn't get.	United States
No. Did you multimedia message them or e-mail?	United States
Send me a pic!	United States
Is that what time you want me to come?	United States
Alright. I'm out--have a good night!	United States
And Chuck.	United States
I absolutely LOVE South Park! I only recently started watching the office.	United States
What do you watch?	United States
i thought we were doing a king of the hill thing there.	United States
Yup.	United States
;-D	United States
I guess you could be as good an excuse as any, lol.	United States
I'm always looking for an excuse to be in the city.	United States
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.	United States
chile, please! It's only a  @lt;DECIMAL@gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.	United States
Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.	United States
wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.	United States
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.	United States
rying to relocate.	United States
I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.	United States
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.	United States
Unlimited texts. Limited minutes.	United States
It would have to be after 9. I don't have minutes.	United States
That's great.	United States
I'm fine. And u?	United States
What's your new addy?	United States
have a good night!	United States
You up? Taking calls?	United States
Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.	United States
For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.	United States
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.	United States
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly "what i want to do," not "what i need to do."	United States
And that is the problem. You walk around in "julianaland" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.	United States
Who me?	United States
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.	United States
I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.	United States
DO WHATEVER YOU WANT.	United States
Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  @lt;#@gt;  movie DOESNT inlude the previews. You're still getting in after 1.	United States
Whatever, juliana. Do whatever you want.	United States
I accidentally deleted the message. Resend please.	United States
see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.	United States
I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday	United States
Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?	United States
Hmph. Go head, big baller.	United States
Nope. Sorry!	United States
Well, i'm gonna finish my bath now. Have a good...fine night.	United States
Alrighty then.	United States
Ok, Mr. Vague, lol.	United States
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?	United States
Hola. How are you?	United States
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...	United States
This is all just creepy and crazy to me.	United States
So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.	United States
As if i wasn't having enough trouble sleeping.	United States
The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?	United States
Can i get your opinion on something first?	United States
Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!	United States
id. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.	United States
What type of stuff do you sing?	United States
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.	United States
Oh really?? Did you make it on air? What's your talent?	United States
Tired. I haven't slept well the past few nights.	United States
os argh ok! Lool!	United States
Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!	United States
What do you do?	United States
I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.	United States
Ahhh. Work. I vaguely remember that! What does it feel like? Lol	United States
Why are u up so early?	United States
Good morning. At the repair shop--the ONLY reason i'm up at this hour.	United States
Have a good show!	United States
Start	United States
I was about to do it when i texted. I finished a long time ago and showered and er'ything!	United States
You aren't coming home between class, right? I need to work out and shower!	United States
 ;	United States
What???? Hello wats talks email address?	United States
Why don't you wait 'til at least wednesday to see if you get your .	United States
Coffee cake, i guess...	United States
If i let you do this, i want you in the house by 8am.	United States
Re your call; You didn't see my facebook huh?	United States
Oh dang! I didn't mean o send that to you! Lol!	United States
Haven't seen my facebook, huh? Lol!	United States
And of course you should make a stink!	United States
No go. No openings for that room 'til after thanksgiving without an upcharge.	United States
You need to get up. Now.	United States
R u ok?	United States
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.	United States
 	India
Office is closed for the day sa	India
Call him now	India
Office is closed for the day sa	India
  Mid Night	India
Thanks and wish you the same	India
Office is closed for the day sa	India
  Mid Night	India
  Mid Night	India
calls all	India
calls all	India
Office is closed for the day sa	India
Call u later	India
Ok	India
Office is closed for the day sa	India
Kodawal sir called regarding DD for darshan creation sa i said i will take today sa shall i deposit cash and take DD sa	India
Office is closed for the day sa	India
Office is closed for the day sa	India
ORBCH @lt;#@gt; 	India
 	India
The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.	India
Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.	India
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.	India
Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.	India
Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.	India
Aldrine, rakhesh ex RTM here.pls call.urgent.	India
  X-CLASS:private END:VCARD	India
  X-CLASS:private END:VCARD	India
God should help..	India
  X-CLASS:private END:VCARD	India
Apply eox @lt;#@gt; 	India
Jai ho...free ho tho bulaana...aaaauuuuuuu	India
Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!	India
True dear..i sat to pray evening and felt so.so i sms'd you in some time...	India
APPLY RBZ @lt;#@gt; 	India
So lets make it saturday or monday as per convenience.	India
Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.	India
Unni thank you dear for the recharge..Rakhesh	India
  X-CLASS:private END:VCARD	India
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime	India
Huggggggg uuuuuuuuuu dear.......uuuuummmaaaa	India
Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.	India
I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.	India
Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.	India
Happy birthday to you....dear.with lots of love.rakhesh NRI	India
Hi' Test on  @lt;#@gt; rd ....	India
Went fast asleep dear.take care.	India
Today my system sh get ready.all is well and i am also in the deep well	India
Howz pain?hope u r fine..	India
g?	India
Howz pain.it will come down today.do as i said ystrday.ice and medicine.	India
God bless.get good sleep my dear...i will pray!	India
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.	India
Oh god..taken the teeth?is it paining	India
 .	India
the show is on.so lets face it..insha allah!hope to see good days!pray seriously!	India
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.	India
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.	India
Did u fix the teeth?if not do it asap.ok take care.	India
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.	India
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see	India
I am joining today formally.Pls keep praying.will talk later.	India
May i call You later Pls	India
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.	India
r you in many senses.respect them but not overemphasise.or u have no role in my life.	India
Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.	India
 @lt;#@gt; , RAKHESH KUPPAYATH RADHAKRISHNAN	India
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...	India
i dont need help.	India
i cant talk to you now.i will call when i can.dont keep calling.	India
Dear, will call Tmorrow.pls accomodate.	India
May i call You later Pls	India
FOR ME,My wife trying to talk back to me on what i believe is really NOT ACCEPTABLE disappointing and really sad.you WERE fortunate to have me.	India
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.	India
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.	India
Cancel cheyyamo?and get some money back?	India
ok....take care.umma to you too...	India
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....	India
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.	India
Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.	India
  group companies.TISSCO is headed by a malayali as its GM and i need to report into dpty GM who is also a malayali.	India
Send ur email.hope you are fine.take care.my email is  @lt;EMAIL@gt; 	India
My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar	India
Going on nothing great.bye	India
Ok.take care	India
Pls call me for 2 mintes da.smthng 2 ask.no net so pls wn free	India
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.	India
Da vandiyil irikkunnu.ethikkondirikkunnu.sorry for the delay. aaraaam thampurante kuude aanu....	India
Dear, take care. I am just reaching home.love u a lot.	India
Will call later dear.	India
Missing you too.pray inshah allah	India
Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.	India
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.	India
Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  @lt;EMAIL@gt; ,kerala	India
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	India
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	India
Manoj,i am leaving to qatar for an apt opportunity after leaving tata aig.pls do keep in touch at  @lt;EMAIL@gt; ,kerala	India
Hey leaving tonight to qatar in search of an apt opportunity.shall keep in touch.pls do mail into my id in case of some good opportunity as well.regret late sms.take care:..... @lt;EMAIL@gt; 	India
Dear Das,wish to intimate that i am leaving to Qatar tonight in search of an apt opportunity.Look forward to your guidance and patronage.shall keep in touch.regret late sms.Regards,Rakhesh.Kerala.	India
 am leaving to Qatar tonight in search of an apt opportunity after leaving Tata aig.Look forward to your guidance and patronage.shall keep in touch.regret late sms.Regards,Rakhesh.Kerala.	India
